,Store,score,comment,address,phone_num,keyword_food,keyword_loc
0,김천재의 육회반한연어 신논현본점,3.8,446,서울특별시 강남구 강남대로118길 47 2층,02-516-1123,육회,서울 강남
1,너무한육회연어,4.0,90,서울특별시 강남구 역삼동 테헤란로1길 19 지하2층,02-564-0426,육회,서울 강남
2,육회먹은연어 논현직영점,3.9,55,서울특별시 강남구 강남대로122길 10 영흥빌딩 1F,070-7762-8283,육회,서울 강남
3,서초동연가,3.7,12,서울특별시 강남구 선릉로93길 12,02-557-5278,육회,서울 강남
4,유쾌한접시,4.3,33,서울특별시 강남구 논현동 183-4,번호 없음,육회,서울 강남
5,백제삼계탕,3.9,778,서울특별시 중구 명동2가 50-11 KR 서울특별시 중구 서울특별시 중구 명동8길 8-10,02-776-2851,삼계탕,서울 명동
6,대한삼계탕,4.7,37,서울특별시 중구 퇴계로 103,02-773-5060,삼계탕,서울 명동
7,고봉삼계탕,4.1,784,서울특별시 중구 명동7길 21,02-756-2300,삼계탕,서울 명동
8,고구려 삼계탕,3.6,14,서울특별시 중구 남대문로 81,02-778-6309,삼계탕,서울 명동
9,기와집삼계탕,4.3,32,서울특별시,번호 없음,삼계탕,서울 명동
10,을지삼계탕,3.7,158,서울특별시 중구 을지로 99-1,02-2272-7780,삼계탕,서울 명동
11,영양센타 본점,4.1,703,서울특별시 중구 명동2길 52,02-776-2015,삼계탕,서울 명동
12,신라원삼계탕,4.1,76,서울특별시 중구 을지로2가 101-38,02-757-5446,삼계탕,서울 명동
13,서울삼계탕,3.9,252,서울특별시 중구 남대문로1길 57-1,02-752-9337,삼계탕,서울 명동
14,고려삼계탕 광화문점,4.0,415,서울특별시 종로구 세종대로23길 5-1,02-737-1888,삼계탕,서울 명동
15,고구려 삼계탕,4.2,123,서울특별시 중구 세종대로 5,02-752-3498,삼계탕,서울 명동
16,서울삼계탕,4.0,175,서울특별시 중구 마른내로 19,02-2263-1743,삼계탕,서울 명동
17,장안삼계탕,4.4,211,서울특별시 중구 세종대로18길 8,010-5123-5085,삼계탕,서울 명동
18,고봉삼계탕 광화문점,4.2,157,서울특별시 종로구 신문로1가 25 정우빌딩 2층,02-733-2235,삼계탕,서울 명동
19,백년토종삼계탕,4.3,19,서울특별시 중구 회현동 남대문시장4길 42-1 2층,02-310-9950,삼계탕,서울 명동
20,필동삼계탕,3.8,115,서울특별시 중구 필동로 14,02-2261-0311,삼계탕,서울 명동
21,고려삼계탕 시청본점,4.1,2048,서울특별시 중구 서소문동 55-3,02-752-9376,삼계탕,서울 명동
22,예 신라삼계탕 본점,4.1,139,KR 서울특별시 중구 칠패로 27 더샾 201호,02-756-0701,삼계탕,서울 명동
23,명동교자 본점,4.2,9761,서울특별시 중구 명동10길 29,02-776-5348,삼계탕,서울 명동
24,명동닭한마리,4.2,203,서울특별시 중구 명동10길 19-13,02-735-4316,삼계탕,서울 명동
25,싸마 김밤,4.7,10,서울특별시 중구 충무로2가 63-3,02-773-1188,삼계탕,서울 명동
26,구구전복삼계탕,3.8,13,남영동 30-1번지 1층 용산구 서울특별시 KR,02-717-6169,삼계탕,서울 명동
27,대성닭한마리,4.0,68,서울특별시 중구 마른내로2길 28,02-2272-8665,삼계탕,서울 명동
28,북촌삼계탕,4.1,140,서울특별시 종로구 원서동 141,02-3675-3939,삼계탕,서울 명동
29,백년토종삼계탕,4.0,530,서울특별시 종로구 북촌로 41,02-747-5535,삼계탕,서울 명동
30,유성,4.2,10,서울특별시,번호 없음,삼계탕,서울 명동
31,미성옥,4.3,1018,서울특별시 중구 명동길 25-11,02-776-8929,삼계탕,서울 명동
32,토속촌,4.2,8949,서울특별시 종로구 자하문로5길 5,02-737-7444,삼계탕,서울 명동
33,마포설렁탕,3.6,27,서울특별시 중구 소공로 46,02-752-4600,삼계탕,서울 명동
34,내림손 삼계탕,3.7,12,서울특별시 중구 을지로6가 18-40,02-2265-0118,삼계탕,서울 명동
35,남산골,4.3,26,필동3가 19-9 KR 서울특별시 중구 서애로 1길 12-1,02-2278-2777,삼계탕,서울 명동
36,천일삼계탕,4.5,33,서울특별시 중구 광희동 장충단로13길 43,번호 없음,삼계탕,서울 명동
37,명동솥뚜껑,3.9,18,서울특별시 중구 명동7길 14-4,02-773-5076,삼계탕,서울 명동
38,순남시래기 명동점,4.2,320,서울특별시 명동10길 35-20,02-3789-9292,삼계탕,서울 명동
39,평강삼계탕,4.4,143,서울특별시 중구 장충단로 185,02-2268-7775,삼계탕,서울 명동
40,포도원삼계탕 대학로점,4.3,63,서울특별시 종로구 명륜4가 창경궁로26길 41-5,02-743-6541,삼계탕,서울 명동
41,평래옥,3.8,1783,서울특별시 중구 마른내로 21-1,02-2267-5892,삼계탕,서울 명동
42,연건삼계탕,4.3,130,서울특별시 종로구 연건동 대학로5가길 11,02-762-5084,삼계탕,서울 명동
43,강원정,4.2,433,서울특별시 용산구 원효로89길 13-10,02-719-9978,삼계탕,서울 명동
44,약수 한방삼계탕,3.9,92,서울특별시 중구 신당2동 다산로 77,02-2252-9775,삼계탕,서울 명동
45,백년토종삼계탕 본점,4.1,1086,서울특별시 마포구 양화로 118,02-325-3399,삼계탕,서울 명동
46,정통삼계탕,4.0,37,서울특별시 동대문구 용두동 129-414,02-922-3535,삼계탕,서울 명동
47,한양삼계탕,3.6,27,서울특별시 마포구 연남동 361-17,02-322-9019,삼계탕,서울 명동
48,내림손삼계탕,4.4,21,충정로3가 476번지 구세군빌딩 지하2층 3호 서대문구 서울특별시 KR,02-6364-4966,삼계탕,서울 명동
49,보돌미역,4.2,54,서울특별시 중구 명동8나길 10,02-772-7600,삼계탕,서울 명동
50,산천마루누룽지백숙삼계탕간장게장,3.7,166,서울특별시 서대문구 세검정로1길 21,02-394-3919,삼계탕,서울 명동
51,그때그집두루치기,3.9,60,서울특별시 종로구 종로1.2.3.4가동 수표로 123,02-741-0036,삼계탕,서울 명동
52,돈돼지 명동점,3.0,39,서울특별시,02-776-3301,삼계탕,서울 명동
53,지호한방삼계탕 신사점,4.1,93,서울특별시 서초구 나루터로 69,02-518-3399,삼계탕,서울 명동
54,가보세삼계탕,4.2,30,서울특별시 마포구 대흥동 405-20,02-715-1044,삼계탕,서울 명동
55,김미정남원추어탕삼계탕,4.2,154,서울특별시 마포구 대흥동 802번지 105 117 118 119호,02-711-9200,삼계탕,서울 명동
56,지호한방삼계탕 압구정역점,4.2,138,서울특별시 강남구 압구정로28길 22-11,02-518-3988,삼계탕,서울 명동
57,혜원삼계탕,3.9,91,서울특별시 은평구 녹번로 69,02-384-3221,삼계탕,서울 명동
58,명동닭한마리 본점,4.2,304,서울특별시 종로구 종로5가 265-8,02-2266-8249,삼계탕,서울 명동
59,진옥화할매원조닭한마리,4.0,6113,서울특별시 종로구 종로40가길 18,02-2275-9666,삼계탕,서울 명동
60,명동닭한마리 거성점,4.3,286,서울특별시 종로구 종로 252-9,02-2272-8249,삼계탕,서울 명동
61,영양센터 압구정점,4.0,159,서울특별시 강남구 압구정로 344,02-516-4747,삼계탕,서울 명동
62,진전복삼계탕,4.3,109,서울특별시 강남구 논현동 243-5 B1층,02-515-8937,삼계탕,서울 명동
63,지호한방삼계탕 마포대흥역점,4.1,142,서울특별시 마포구 신수동 독막로 229,02-323-9933,삼계탕,서울 명동
64,모래내설농탕 본점,3.8,1161,서울특별시 서대문구 통일로 271,02-304-0311,삼계탕,서울 명동
65,서정옥누룽지백숙,4.1,54,서울특별시,02-2232-4388,삼계탕,서울 명동
66,신기옻닭,4.5,14,홍익동 147-4번지 성동구 서울특별시 KR,02-2295-9973,삼계탕,서울 명동
67,북촌집,4.5,16,서울특별시 종로구 팔판동 11,02-738-8889,삼계탕,서울 명동
68,영양센터여의도점,3.7,198,서울특별시,02-782-4999,삼계탕,서울 명동
69,고봉삼계탕,4.1,791,서울특별시 영등포구 국회대로 72,02-785-3877,삼계탕,서울 명동
70,원조 호수삼계탕,4.1,2483,서울특별시 영등포구 도림로 274-1,02-833-8948,삼계탕,서울 명동
71,황칠가 안국점,4.1,16,서울특별시 종로구 재동 번지 지하 109 1층,02-6080-3388,삼계탕,서울 명동
72,고려한방삼계탕,4.2,22,서울특별시,02-336-4717,삼계탕,서울 명동
73,홍연,4.6,283,서울특별시 중구 소공로 106,02-317-0494,삼계탕,서울 명동
74,전통내림손삼계탕,3.9,184,서울특별시,02-554-7266,삼계탕,서울 명동
75,3대 삼계장인,4.4,682,서울특별시 서초구 반포대로28길 56-3,02-522-2270,삼계탕,서울 명동
76,마포원조삼계탕,4.1,179,서울특별시 마포구 도화동 343-2,02-3273-9682,삼계탕,서울 명동
77,원조남산왕돈까스,3.1,2574,서울특별시 중구 소파로 107,02-755-3370,삼계탕,서울 명동
78,장충전복,4.6,18,서울특별시 중구 장충동2가 36-5,02-2269-3809,삼계탕,서울 명동
79,장수 삼계탕,4.2,13,서울특별시 중구 을지로14길 22,02-2266-0431,삼계탕,서울 명동
80,무교삼계탕,4.3,113,서울특별시 종로구 관훈동 198-17,02-734-4635,삼계탕,서울 명동
81,장수삼계탕,4.3,200,서울특별시 종로구 종로17길 52,02-741-1785,삼계탕,서울 명동
82,종로삼계탕,3.9,154,서울특별시 종로구 종로8길 21,02-734-8761,삼계탕,서울 명동
83,장수한방삼계탕,4.4,108,서울특별시 종로구 당주동 새문안로5길 13 변호사회관 지하,02-725-3260,삼계탕,서울 명동
84,정통삼계탕원가,4.0,111,서울특별시 종로구 종로5길 95,02-739-4280,삼계탕,서울 명동
85,장수삼계탕,4.0,93,서울특별시 종로구 수송동 지하1층 80-6,02-735-1125,삼계탕,서울 명동
86,춘향골남원추어탕,4.0,129,서울특별시 중구 남대문로 116-8,02-720-3375,삼계탕,서울 명동
87,예 신라삼계탕서소문점,4.2,12,서울특별시 중구 청파로 464 예 신라삼계탕 서소문점,02-318-7330,삼계탕,서울 명동
88,놀부 부대찌개,3.4,225,서울특별시 강남구 테헤란로1길 40,02-558-7564,부대찌개,서울 강남
89,이태리부대찌개 강남역점,4.2,390,서울특별시 강남구 역삼동 826-36,02-569-0417,부대찌개,서울 강남
90,왕두꺼비부대찌개,4.2,119,서울특별시 강남구 역삼로4길 16,02-2188-1233,부대찌개,서울 강남
91,대아 부대찌개,4.3,93,서울특별시 강남구 논현로71길 35 1층,02-931-9393,부대찌개,서울 강남
92,10번가고깃집&쉐프의부대찌개,4.0,50,서울특별시 강남구 선릉로91길 14,02-557-1439,부대찌개,서울 강남
93,봄이든 부대찌개,4.0,46,서울특별시 강남구 논현로64길 14,02-554-4282,부대찌개,서울 강남
94,대우부대찌개,4.2,1429,서울특별시 강남구 테헤란로25길 34,02-552-1663,부대찌개,서울 강남
95,장금수부대찌개,4.1,12,서울특별시 강남구 역삼동 823번지,번호 없음,부대찌개,서울 강남
96,봄이든부대찌개&두루치기 본점,3.2,24,서울특별시 강남구 논현동 232-4번지 1층,02-543-5060,부대찌개,서울 강남
97,오빠네부대찌개(본점),3.9,167,서울특별시 강남구 도곡동 946-10,02-3463-5858,부대찌개,서울 강남
98,압구정부대찌개,3.9,22,서울특별시 강남구 대치동 953-21,02-538-6675,부대찌개,서울 강남
99,JVL 부대찌개,4.0,260,서울특별시 강남구 삼성1동 테헤란로81길 46,02-568-8288,부대찌개,서울 강남
100,오부대찌개 역삼점,4.3,43,서울특별시 강남구 역삼동 637-35,02-501-1254,부대찌개,서울 강남
101,부대찌개연,4.0,16,서울특별시 강남구 선릉로86길 34,02-555-0755,부대찌개,서울 강남
102,킹콩부대찌개 역삼점,4.0,70,서울특별시 강남구 논현로87길 15-8,02-555-1006,부대찌개,서울 강남
103,이태리부대찌개 학동점,4.0,235,서울특별시 강남구 학동로33길 15,02-545-0310,부대찌개,서울 강남
104,아우네,4.0,126,서울특별시 강남구 테헤란로83길 19,02-568-1314,부대찌개,서울 강남
105,JVL 부대찌개,4.1,128,서울특별시 강남구 선릉로90길 72,02-543-8288,부대찌개,서울 강남
106,최전방부대찌개,3.8,27,서울특별시 강남구 논현2동 언주로148길,번호 없음,부대찌개,서울 강남
107,신의주부대찌개삼성점,4.2,19,삼성동 162-19 KR 서울특별시 강남구 봉은사로108길 3-10,02-538-5503,부대찌개,서울 강남
108,신의주부대찌개,3.9,78,서울특별시 강남구 언주로134길 9 엘림빌딩 1층,번호 없음,부대찌개,서울 강남
109,놀부부대찌개,3.7,122,서울특별시 강남구 논현로167길 12,02-540-0440,부대찌개,서울 강남
110,완백부대찌개 강남더인피닛스퀘어점,3.6,125,서울특별시 서초구 서초동 사평대로58길 6,02-536-7838,부대찌개,서울 강남
111,이태리부대찌개,4.1,283,서울특별시 강남구 논현로94길 22,02-554-5597,부대찌개,서울 강남
112,대왕부대찌개,3.7,83,서울특별시 강남구 선릉로64길 15 지하 1층,02-553-0135,부대찌개,서울 강남
113,판문점부대찌개,3.9,79,서울특별시 강남구 역삼동 839-17,02-553-6205,부대찌개,서울 강남
114,이태리부대찌개 역삼점,4.3,128,서울특별시 강남구 논현로87길 23,02-3789-8560,부대찌개,서울 강남
